claim,language,label,source,evidence,topic
The heart pumps blood throughout the body via arteries and veins,en,True,encyclopaedia,Arteries carry oxygenated blood away from the heart and veins return deoxygenated blood,health
"A balanced diet includes carbohydrates, proteins, fats, vitamins, and minerals",en,True,encyclopaedia,Each macronutrient and micronutrient plays a specific role in maintaining health,health
"Regular exercise reduces the risk of heart disease, diabetes, and obesity",en,True,encyclopaedia,The WHO recommends at least 150 minutes of moderate aerobic activity per week for adults,health
Mental health is as important as physical health,en,True,encyclopaedia,Mental health conditions affect hundreds of millions of people worldwide,health
Dehydration occurs when the body loses more water than it takes in,en,True,encyclopaedia,"Mild dehydration can cause headaches, fatigue, and reduced concentration",health
Smoking is the leading cause of preventable death worldwide,en,True,encyclopaedia,Tobacco use kills over 8 million people each year according to the WHO,health
Hand washing with soap is one of the most effective ways to prevent disease,en,True,encyclopaedia,Regular hand washing reduces the spread of gastrointestinal and respiratory infections,health
The human body is made up of about 37 trillion cells,en,True,encyclopaedia,Each cell performs specific functions to keep the body alive and functioning,health
The immune system produces antibodies to fight infections,en,True,encyclopaedia,Antibodies are proteins that recognise and neutralise pathogens such as viruses and bacteria,health
The Great Wall of China is visible from space is a myth,en,False,encyclopaedia,The Great Wall is too narrow to be seen from space with the naked eye,general
The Seven Wonders of the Ancient World included the Great Pyramid of Giza,en,True,encyclopaedia,The Great Pyramid of Giza is the only ancient wonder still largely intact,general
Honey never spoils and edible honey has been found in ancient Egyptian tombs,en,True,encyclopaedia,Honey's low moisture and acidic pH prevent bacterial growth indefinitely,general
Fingerprints are unique to each individual,en,True,encyclopaedia,No two people have identical fingerprints making them useful for identification,general
The human body replaces most of its cells every seven to ten years,en,True,encyclopaedia,Different cells are replaced at different rates with some neurons lasting a lifetime,general
Antarctica is the only continent with no permanent human residents,en,True,encyclopaedia,Antarctica is governed by the Antarctic Treaty and has no indigenous population,general
The Eiffel Tower grows about 15 cm taller in summer due to thermal expansion,en,True,encyclopaedia,Metal expands in heat causing the Eiffel Tower to grow slightly in warm weather,general
Sanskrit is one of the oldest known languages in the world,en,True,encyclopaedia,Sanskrit is an ancient Indo-European language and the liturgical language of Hinduism,general
The number pi is approximately 3.14159,en,True,encyclopaedia,Pi is the ratio of a circle's circumference to its diameter and is an irrational number,general
A dozen refers to a group of twelve,en,True,encyclopaedia,The word dozen comes from the Old French word douzaine meaning a group of twelve,general
"There are 24 hours in a day, 60 minutes in an hour, and 60 seconds in a minute",en,True,encyclopaedia,This timekeeping system originated with ancient Babylonian mathematics,general
The speed of Earth's rotation at the equator is about 1670 km per hour,en,True,encyclopaedia,Earth rotates on its axis once every 24 hours,general
The human body is about 60 percent water,en,True,encyclopaedia,"Water content in the body varies by age, sex, and hydration level",general
Bees are essential pollinators for global food production,en,True,encyclopaedia,Bees pollinate about one third of the food humans consume,general
The cheetah is the fastest land animal reaching speeds of up to 120 km per hour,en,True,encyclopaedia,Cheetahs can accelerate from 0 to 100 km/h in about three seconds,general
Elephants are the largest land animals on Earth,en,True,encyclopaedia,African bush elephants can weigh up to 6000 kg,general
Blue whales are the largest animals ever known to have lived,en,True,encyclopaedia,Blue whales can reach lengths of up to 30 metres and weigh up to 180 tonnes,general
Octopuses have three hearts and blue blood,en,True,encyclopaedia,Octopus blood contains haemocyanin which is copper-based and appears blue,general
The Great Barrier Reef is the world's largest living structure,en,True,encyclopaedia,The Great Barrier Reef is large enough to be seen from outer space,general
Humans share about 98 percent of their DNA with chimpanzees,en,True,encyclopaedia,Chimpanzees are humans' closest living relatives,general
Chess originated in India around the 6th century CE,en,True,encyclopaedia,The game of chess spread from India to Persia and then to the Islamic world and Europe,general
Zero was invented in India and is a fundamental concept in mathematics,en,True,encyclopaedia,Indian mathematician Brahmagupta formalized the concept of zero in 628 CE,general
The decimal number system was developed in ancient India,en,True,encyclopaedia,The Hindu-Arabic numeral system including digits 0 to 9 originated in India,general
Mount Everest is located on the border of Nepal and Tibet,en,True,encyclopaedia,Everest sits on the Nepal-Tibet border in the Himalayas,general
The human stomach produces a new lining every three to four days,en,True,encyclopaedia,Stomach cells are replaced frequently to withstand the corrosive gastric acid,general
Gold is highly resistant to corrosion and tarnishing,en,True,encyclopaedia,Gold does not react with most chemicals making it durable over thousands of years,general
The Sahara Desert experiences both extreme heat and cold temperatures,en,True,encyclopaedia,Saharan temperatures can exceed 50°C in summer and drop below freezing at night in winter,general
Light from distant stars may have taken thousands of years to reach Earth,en,True,encyclopaedia,When we observe distant stars we are seeing light that left them long ago,general
The Great Indian Bustard is one of the most endangered birds in India,en,True,encyclopaedia,The Great Indian Bustard population has fallen to fewer than 200 individuals,general
India has the largest number of vegetarians in the world,en,True,encyclopaedia,Approximately 40 percent of India's population follows a vegetarian diet,general
India is the world's largest producer of milk,en,True,encyclopaedia,India produces over 200 million tonnes of milk per year making it the top producer globally,general
The Indo-Gangetic Plain is one of the most fertile agricultural regions in the world,en,True,encyclopaedia,The plain covers most of northern India and supports a large share of India's food production,general
India has the third largest road network in the world,en,True,encyclopaedia,India has over 6 million km of roads including national highways and rural roads,general
India is the world's largest exporter of spices,en,True,encyclopaedia,India accounts for about 75 percent of global spice production,general
The Indus Valley Civilisation is one of the world's earliest urban civilisations,en,True,encyclopaedia,The Indus Valley Civilisation flourished around 3300 to 1300 BCE in present-day Pakistan and India,general
Ayurveda is an ancient Indian system of medicine,en,True,encyclopaedia,Ayurveda has been practised in India for over 3000 years,general
India has the highest number of engineering graduates in the world,en,True,encyclopaedia,India produces about 1.5 million engineering graduates every year,general
The Sun accounts for about 99.86 percent of the total mass of the solar system,en,True,encyclopaedia,The Sun's enormous mass creates the gravity that holds the solar system together,general
Water covers about 71 percent of Earth's surface,en,True,encyclopaedia,Oceans hold about 96.5 percent of all Earth's water,general
"The Mediterranean Sea is bordered by Europe, Africa, and Asia",en,True,encyclopaedia,The Mediterranean Sea covers about 2.5 million square kilometres,geography
The Red Sea separates Africa from the Arabian Peninsula,en,True,encyclopaedia,The Red Sea connects to the Indian Ocean through the Gulf of Aden,geography
The Black Sea is connected to the Mediterranean via the Bosphorus,en,True,encyclopaedia,"The Black Sea borders six countries including Russia, Turkey, and Ukraine",geography
The Amazon River flows into the Atlantic Ocean,en,True,encyclopaedia,The Amazon empties into the Atlantic on Brazil's northern coast,geography
The Gobi Desert is the largest desert in Asia,en,True,encyclopaedia,The Gobi spans parts of northern China and southern Mongolia,geography
New Zealand consists of two main islands in the Pacific Ocean,en,True,encyclopaedia,New Zealand's North Island and South Island are its two main landmasses,geography
The Arabian Peninsula is the world's largest peninsula,en,True,encyclopaedia,The Arabian Peninsula covers about 3.2 million square kilometres,geography
The Alps stretch across eight European countries,en,True,encyclopaedia,The Alps are the highest mountain range in Western Europe,geography
Lake Superior is the largest freshwater lake by surface area,en,True,encyclopaedia,Lake Superior covers 82103 square kilometres on the US-Canada border,geography
The Mekong River flows through six countries in Southeast Asia,en,True,encyclopaedia,"The Mekong flows through China, Myanmar, Laos, Thailand, Cambodia, and Vietnam",geography
The Philippines consists of over 7000 islands,en,True,encyclopaedia,The Philippines is an archipelago in Southeast Asia with 7641 islands,geography
Iceland sits on the Mid-Atlantic Ridge,en,True,encyclopaedia,Iceland's volcanic activity is due to its location on the boundary of two tectonic plates,geography
Antarctica is the coldest and windiest continent on Earth,en,True,encyclopaedia,Temperatures in Antarctica can drop below -80 degrees Celsius,geography
The Tropic of Cancer passes through India,en,True,encyclopaedia,The Tropic of Cancer at 23.5 degrees north latitude passes through several Indian states,geography
The Equator passes through 13 countries,en,True,encyclopaedia,"Countries on the Equator include Brazil, Ecuador, Kenya, and Indonesia",geography
The printing press enabled the Protestant Reformation,en,True,encyclopaedia,Gutenberg's press allowed Martin Luther's writings to spread rapidly across Europe,history
The Boston Tea Party of 1773 was a protest against British taxation,en,True,encyclopaedia,American colonists dumped British tea into Boston Harbour to protest taxation without representation,history
The Battle of Waterloo in 1815 ended Napoleon's rule,en,True,encyclopaedia,Napoleon was defeated at Waterloo and exiled to Saint Helena,history
The Treaty of Versailles ended World War I in 1919,en,True,encyclopaedia,The Treaty of Versailles imposed heavy reparations on Germany,history
The Nuremberg Trials prosecuted Nazi war criminals after World War II,en,True,encyclopaedia,The Nuremberg Trials were the first international military tribunals held from 1945 to 1946,history
Mahatma Gandhi was assassinated in 1948,en,True,encyclopaedia,Gandhi was shot by Nathuram Godse on January 30 1948 in New Delhi,history
The Cuban Missile Crisis of 1962 brought the US and USSR close to nuclear war,en,True,encyclopaedia,The 13-day standoff ended when the USSR agreed to remove missiles from Cuba,history
The Indian Emergency lasted from 1975 to 1977,en,True,encyclopaedia,Prime Minister Indira Gandhi declared a state of emergency suspending civil liberties,history
The Partition of Bengal in 1905 triggered a major independence movement,en,True,encyclopaedia,Lord Curzon's partition of Bengal was reversed in 1911 due to mass protests,history
The first Indian War of Independence occurred in 1857,en,True,encyclopaedia,The 1857 uprising against British rule is also called the Sepoy Mutiny,history
The human body has approximately 600 muscles,en,True,science,Muscles make up about 40 percent of the human body's total weight,science
The average human adult has about 5 litres of blood,en,True,science,Blood makes up about 7 to 8 percent of the human body's total weight,science
The eye's retina contains about 120 million rod cells,en,True,science,Rod cells are responsible for vision in low-light conditions,science
The human ear can detect frequencies from about 20 Hz to 20000 Hz,en,True,science,Hearing range decreases with age especially at higher frequencies,science
Oxygen was discovered independently by Carl Wilhelm Scheele and Joseph Priestley,en,True,science,Priestley published his findings in 1774 describing a gas that supported combustion,science
Gravity holds planets in orbit around the Sun,en,True,science,The Sun's gravity keeps all planets in the solar system on their orbital paths,science
The Earth's rotation causes day and night,en,True,science,One full rotation of Earth on its axis takes approximately 24 hours,science
The equinox occurs twice a year when day and night are equal length,en,True,science,The spring and autumn equinoxes occur around March 20 and September 23 each year,science
The solstice marks the longest and shortest days of the year,en,True,science,The summer solstice has the longest day and the winter solstice has the shortest,science
The human skeleton supports the body and protects internal organs,en,True,science,Bones also produce blood cells in the bone marrow,science
The ICC Cricket World Cup is held every four years,en,True,encyclopaedia,The first Cricket World Cup was held in England in 1975,sports
Virat Kohli is one of the greatest batsmen in cricket history,en,True,encyclopaedia,Kohli has scored over 25000 international runs across all formats,sports
MS Dhoni led India to the 2011 Cricket World Cup victory,en,True,encyclopaedia,Dhoni's iconic six in the final sealed India's World Cup win on April 2 2011,sports
The Davis Cup is the premier international team event in men's tennis,en,True,encyclopaedia,The Davis Cup has been played since 1900,sports
The FIFA World Cup trophy is made of gold,en,True,encyclopaedia,The current FIFA World Cup trophy is made of 18-carat gold and weighs 6.175 kg,sports
Chess was recognised as a sport by the International Olympic Committee in 1999,en,True,encyclopaedia,Chess is governed internationally by FIDE the World Chess Federation,sports
The 2020 Tokyo Olympics were held in 2021 due to the COVID-19 pandemic,en,True,encyclopaedia,The Tokyo Olympics were postponed from 2020 and held from July 23 to August 8 2021,sports
India won the ICC T20 World Cup in 2007 and 2024,en,True,encyclopaedia,India won the inaugural T20 World Cup in 2007 under MS Dhoni's captaincy,sports
PV Sindhu won India's first Olympic silver in badminton in 2016,en,True,encyclopaedia,Sindhu became the first Indian woman to win an Olympic silver medal at Rio 2016,sports
Sania Mirza is India's most successful female tennis player,en,True,encyclopaedia,Mirza won six Grand Slam doubles titles during her career,sports
The first programmable computer Colossus was built in 1943,en,True,encyclopaedia,Colossus was built at Bletchley Park to decode Nazi messages during World War II,technology
Moore's Law states that the number of transistors on a chip doubles roughly every two years,en,True,encyclopaedia,Gordon Moore made this observation in 1965 and it has largely held true for decades,technology
5G is the fifth generation of mobile network technology,en,True,encyclopaedia,5G networks offer significantly faster speeds and lower latency than 4G,technology
The first text message was sent in 1992,en,True,encyclopaedia,Neil Papworth sent the first SMS on December 3 1992 reading Merry Christmas,technology
Cloud computing allows data to be stored and accessed over the internet,en,True,encyclopaedia,"Cloud computing services are provided by companies like Amazon AWS, Google Cloud, and Microsoft Azure",technology
Artificial intelligence can now defeat world champions at chess and Go,en,True,encyclopaedia,DeepMind's AlphaGo defeated world Go champion Lee Sedol in 2016,technology
The Linux operating system is open-source software,en,True,encyclopaedia,Linux was created by Linus Torvalds in 1991 and powers much of the internet,technology
The USB standard was introduced in 1996,en,True,encyclopaedia,USB or Universal Serial Bus was designed to standardise connections between computers and peripherals,technology
"Satellites are used for communication, navigation, and weather forecasting",en,True,encyclopaedia,The first artificial satellite Sputnik was launched by the USSR in 1957,technology
The first commercial jet airliner was the de Havilland Comet introduced in 1952,en,True,encyclopaedia,The Comet revolutionised air travel by dramatically reducing flight times,technology
The United Arab Emirates is the world's largest exporter of oil per capita,en,True,encyclopaedia,The UAE is a major petroleum exporter and home to sovereign wealth funds,economics
India's IT and software industry is a major contributor to its GDP,en,True,encyclopaedia,India's IT sector generates over 190 billion dollars in revenue and employs millions,economics
Foreign direct investment brings capital and expertise to host countries,en,True,encyclopaedia,FDI is a key driver of economic growth in developing nations,economics
"The Human Development Index measures health, education, and living standards",en,True,encyclopaedia,The HDI was developed by the UNDP and published in annual Human Development Reports,economics
Microfinance provides small loans to people who lack access to banking,en,True,encyclopaedia,Muhammad Yunus pioneered microfinance through Grameen Bank in Bangladesh,economics
The Kumbh Mela is the largest religious gathering on Earth,en,True,encyclopaedia,The Kumbh Mela is held in India every 12 years and draws tens of millions of pilgrims,culture
Holi is the Hindu festival of colours celebrated in spring,en,True,encyclopaedia,Holi marks the arrival of spring and the victory of good over evil,culture
The Ajanta and Ellora Caves are UNESCO World Heritage Sites in India,en,True,encyclopaedia,The Ajanta Caves contain ancient Buddhist paintings dating back to the 2nd century BCE,culture
Classical Indian music has two main traditions: Hindustani and Carnatic,en,True,encyclopaedia,Hindustani music is practised in northern India and Carnatic in southern India,culture
"Bharatanatyam is a classical dance form from Tamil Nadu, India",en,True,encyclopaedia,Bharatanatyam is one of the oldest classical dance traditions in India,culture
The Colosseum in Rome could seat between 50000 and 80000 spectators,en,True,encyclopaedia,The Colosseum was used for gladiatorial contests and public spectacles,culture
Pablo Picasso co-founded the Cubist movement in art,en,True,encyclopaedia,Picasso and Georges Braque developed Cubism around 1907,culture
"The Nobel Prizes are awarded annually in Physics, Chemistry, Medicine, Literature, and Peace",en,True,encyclopaedia,The Nobel Prizes were established by the will of Alfred Nobel and first awarded in 1901,culture
Mother Teresa worked with the poor in Kolkata and won the Nobel Peace Prize in 1979,en,True,encyclopaedia,Mother Teresa founded the Missionaries of Charity in 1950 in Kolkata,culture
Rabindranath Tagore founded Visva-Bharati University in Santiniketan,en,True,encyclopaedia,Tagore established the university in 1921 blending Indian and Western learning,culture
The average adult needs 7 to 9 hours of sleep per night,en,True,encyclopaedia,"Chronic sleep deprivation increases the risk of obesity, diabetes, and heart disease",health
Vitamin D is produced by the skin when exposed to sunlight,en,True,encyclopaedia,Vitamin D deficiency can lead to weakened bones and immune problems,health
Blood pressure is measured in millimetres of mercury mmHg,en,True,encyclopaedia,Normal blood pressure for adults is below 120/80 mmHg,health
"The World Health Organization defines health as a state of complete physical, mental, and social well-being",en,True,encyclopaedia,This definition was established in the WHO Constitution of 1948,health
"Obesity is a major risk factor for type 2 diabetes, heart disease, and certain cancers",en,True,encyclopaedia,Global obesity rates have tripled since 1975 according to the WHO,health
Oral rehydration therapy saves millions of lives from diarrhoeal disease,en,True,encyclopaedia,"ORT using water, salt, and sugar was one of the most important medical advances of the 20th century",health
The human heart is about the size of a fist,en,True,encyclopaedia,The adult human heart weighs between 250 and 350 grams,health
Sunscreen helps prevent skin cancer by blocking UV radiation,en,True,encyclopaedia,Prolonged exposure to UV radiation increases the risk of melanoma and other skin cancers,health
Alzheimer's disease is the most common form of dementia,en,True,encyclopaedia,"Alzheimer's affects memory, thinking, and behaviour and has no cure yet",health
The BCG vaccine protects against tuberculosis,en,True,encyclopaedia,The BCG vaccine has been used since 1921 and is part of standard immunisation schedules,health
The Great Pyramid of Giza is the oldest of the Seven Wonders of the Ancient World,en,True,encyclopaedia,The Great Pyramid was built around 2560 BCE and is the only ancient wonder still largely intact,general
A marathon is a running race of 42.195 kilometres,en,True,encyclopaedia,The marathon distance was standardised at the 1908 London Olympics,general
The United Nations officially has six working languages,en,True,encyclopaedia,"The UN's official languages are Arabic, Chinese, English, French, Russian, and Spanish",general
India is the birthplace of the game of chess,en,True,encyclopaedia,Chess originated in India as Chaturanga around the 6th century CE,general
The Fibonacci sequence is a series where each number is the sum of the two preceding ones,en,True,encyclopaedia,The Fibonacci sequence 1 1 2 3 5 8 13 appears in many natural patterns,general
Pi is an irrational number that cannot be expressed as a simple fraction,en,True,encyclopaedia,Pi has been calculated to trillions of decimal places without any repeating pattern,general
The speed of Earth around the Sun is approximately 107000 kilometres per hour,en,True,encyclopaedia,Earth travels about 940 million km in one orbit around the Sun,general
A leap year has 366 days instead of 365,en,True,encyclopaedia,Leap years occur every four years to keep the calendar aligned with Earth's orbit,general
The Pythagorean theorem states that in a right triangle a² plus b² equals c²,en,True,encyclopaedia,The theorem relates the lengths of the sides of a right-angled triangle,general
The tallest building in the world is the Burj Khalifa in Dubai,en,True,encyclopaedia,The Burj Khalifa stands at 828 metres and was completed in 2010,general
The Strait of Malacca is one of the world's busiest shipping lanes,en,True,encyclopaedia,The Strait of Malacca separates the Malay Peninsula from Sumatra,geography
"The Rhine River flows through Switzerland, Germany, and the Netherlands",en,True,encyclopaedia,The Rhine is one of Europe's most important waterways for trade,geography
The Nile flows northward through Egypt into the Mediterranean Sea,en,True,encyclopaedia,The Nile is the primary water source for Egypt and Sudan,geography
The Ural Mountains form the boundary between Europe and Asia,en,True,encyclopaedia,The Ural Mountains extend about 2500 km from the Arctic Ocean southward,geography
The Tibetan Plateau is the world's highest and largest plateau,en,True,encyclopaedia,The Tibetan Plateau averages over 4500 metres above sea level,geography
The Great Rift Valley stretches from the Middle East to Mozambique,en,True,encyclopaedia,The Great Rift Valley is associated with significant volcanic and seismic activity,geography
Brazil is the largest country in South America by area,en,True,encyclopaedia,Brazil covers about 8.5 million square kilometres,geography
The Caspian Sea is technically a lake as it is landlocked,en,True,encyclopaedia,The Caspian Sea is the world's largest inland body of water,geography
Madagascar is the world's fourth largest island,en,True,encyclopaedia,Madagascar is located off the southeastern coast of Africa in the Indian Ocean,geography
The Danube River flows through ten countries in Europe,en,True,encyclopaedia,The Danube is Europe's second longest river after the Volga,geography
The Dead Sea is one of the saltiest bodies of water on Earth,en,True,encyclopaedia,The Dead Sea's salinity is about ten times that of ordinary ocean water,geography
The Himalayas were formed by the collision of the Indian and Eurasian tectonic plates,en,True,encyclopaedia,The Himalayan uplift continues at a rate of about 5 mm per year,geography
The Indian Ocean is the third largest ocean in the world,en,True,encyclopaedia,The Indian Ocean covers about 70 million square kilometres,geography
The Sahel is a semi-arid region south of the Sahara Desert,en,True,encyclopaedia,The Sahel stretches across Africa from Senegal to Sudan,geography
The Amazon basin contains the world's largest tropical rainforest,en,True,encyclopaedia,The Amazon basin drains about 7 million square kilometres of South America,geography
The Eurasian Steppe is the world's largest grassland,en,True,encyclopaedia,The Eurasian Steppe stretches from Hungary to Manchuria across 8000 km,geography
The Deccan Plateau covers most of peninsular India,en,True,encyclopaedia,The Deccan Plateau is bordered by the Western and Eastern Ghats mountain ranges,geography
The Western Ghats are a UNESCO World Heritage Site in India,en,True,encyclopaedia,The Western Ghats are a biodiversity hotspot running parallel to India's western coast,geography
The Bay of Bengal is the largest bay in the world,en,True,encyclopaedia,"The Bay of Bengal is bordered by India, Bangladesh, Myanmar, and the Andaman Islands",geography
The Thar Desert is the world's most densely populated desert,en,True,encyclopaedia,The Thar Desert in northwestern India and Pakistan is home to millions of people,geography
The Rosetta Stone helped scholars decode Egyptian hieroglyphics,en,True,encyclopaedia,The Rosetta Stone discovered in 1799 contains the same text in three scripts,history
The Library of Alexandria was one of the largest libraries of the ancient world,en,True,encyclopaedia,The Library of Alexandria in Egypt was a major centre of scholarship in antiquity,history
Cleopatra VII was the last active ruler of the Ptolemaic Kingdom of Egypt,en,True,encyclopaedia,Cleopatra ruled Egypt from 51 BCE until her death in 30 BCE,history
Alexander the Great built one of the largest empires in ancient history,en,True,encyclopaedia,Alexander conquered territories from Greece to northwestern India by 323 BCE,history
The Gupta Empire is considered a golden age of Indian civilisation,en,True,encyclopaedia,"The Gupta period saw great advances in mathematics, astronomy, science, and the arts",history
Ashoka the Great was a Maurya emperor who promoted Buddhism,en,True,encyclopaedia,Ashoka's edicts carved on pillars and rocks are among the earliest Indian historical records,history
The Chola Empire was a powerful South Indian dynasty,en,True,encyclopaedia,The Chola dynasty at its peak in the 10th and 11th centuries dominated South Asia and Southeast Asia,history
Akbar the Great was the third Mughal emperor known for religious tolerance,en,True,encyclopaedia,Akbar expanded the Mughal Empire and promoted a policy of religious inclusivity,history
Vasco da Gama was the first European to reach India by sea,en,True,encyclopaedia,Da Gama reached Calicut on India's west coast in 1498 opening the sea route from Europe,history
The Battle of Plassey in 1757 established British dominance in India,en,True,encyclopaedia,The East India Company's victory at Plassey began British colonial rule in Bengal,history
The Dandi March of 1930 was a protest against the British salt tax,en,True,encyclopaedia,Gandhi led the 388 km Dandi March to make salt from seawater in defiance of British law,history
Partition of India in 1947 created two independent nations India and Pakistan,en,True,encyclopaedia,The partition was accompanied by large-scale violence and displacement,history
The Battle of Panipat in 1526 established the Mughal Empire in India,en,True,encyclopaedia,Babur defeated Ibrahim Lodi at the First Battle of Panipat founding the Mughal Empire,history
Emperor Ashoka built pillars across India inscribed with Buddhist teachings,en,True,encyclopaedia,Ashoka's pillars are among the finest examples of Mauryan architecture,history
The East India Company was established in 1600 by English merchants,en,True,encyclopaedia,The EIC was granted a royal charter by Queen Elizabeth I to trade with the East Indies,history
The Suez Crisis of 1956 was a diplomatic and military confrontation,en,True,encyclopaedia,"Egypt nationalised the Suez Canal leading to military intervention by Britain, France, and Israel",history
The Non-Aligned Movement was founded at the Bandung Conference in 1955,en,True,encyclopaedia,The Bandung Conference of 29 Asian and African nations laid the groundwork for the NAM,history
Gandhi's satyagraha philosophy influenced civil rights movements worldwide,en,True,encyclopaedia,Martin Luther King Jr. credited Gandhi's nonviolent approach as an inspiration for the US civil rights movement,history
The Green Revolution in India increased agricultural productivity in the 1960s,en,True,encyclopaedia,The Green Revolution introduced high-yield crop varieties and modern farming techniques,history
Operation Flood or the White Revolution made India the world's largest milk producer,en,True,encyclopaedia,Operation Flood was launched in 1970 by the National Dairy Development Board,history
The human appendix is a vestigial organ,en,True,science,The appendix has no known essential function in modern humans,science
The cerebrum is the largest part of the human brain,en,True,science,"The cerebrum controls voluntary movement, speech, intelligence, and memory",science
The spinal cord transmits signals between the brain and the rest of the body,en,True,science,Damage to the spinal cord can result in paralysis,science
Chromosomes carry genes made of DNA,en,True,science,Humans have 46 chromosomes arranged in 23 pairs in each somatic cell,science
The placenta nourishes a developing foetus in mammals,en,True,science,The placenta provides oxygen and nutrients from the mother to the foetus,science
Photons travel at the speed of light,en,True,science,Photons are massless particles that always travel at approximately 299792 km/s in a vacuum,science
The speed of sound increases with temperature,en,True,science,"In warmer air, molecules move faster allowing sound to propagate more quickly",science
Radiocarbon dating is used to determine the age of ancient organic materials,en,True,science,Radiocarbon dating measures the decay of carbon-14 in once-living material,science
The Kelvin scale starts at absolute zero,en,True,science,0 Kelvin equals -273.15°C which is the lowest theoretically possible temperature,science
Atoms are mostly empty space,en,True,science,The nucleus of an atom is tiny compared to the overall size of the atom,science
Natural selection drives evolution in populations,en,True,science,Organisms better adapted to their environment survive and reproduce more successfully,science
Ecosystems can be disrupted by the removal of a keystone species,en,True,science,Keystone species have a disproportionately large effect on their ecosystem,science
Gravity causes objects to accelerate toward Earth at 9.8 m per second squared,en,True,science,This value is known as the acceleration due to gravity or g,science
The ozone hole is largest over Antarctica,en,True,science,The ozone hole over Antarctica was first detected in the 1980s,science
Mars has the tallest volcano in the solar system called Olympus Mons,en,True,science,Olympus Mons stands about 21.9 km high making it nearly three times taller than Everest,science
Venus is the hottest planet in the solar system despite not being closest to the Sun,en,True,science,Venus's thick CO2 atmosphere causes a runaway greenhouse effect with surface temps of 465°C,science
Neptune is the farthest planet from the Sun in the solar system,en,True,science,Neptune is about 4.5 billion km from the Sun and takes 165 Earth years to orbit it,science
The Moon has no atmosphere and experiences extreme temperature swings,en,True,science,Lunar surface temperatures range from -173°C at night to 127°C in sunlight,science
"Comets are made of ice, dust, and rocky material",en,True,science,"As comets near the Sun, solar heat vaporises their ice creating a glowing coma and tail",science
The asteroid belt between Mars and Jupiter contains millions of asteroids,en,True,science,"Despite being numerous, the total mass of the asteroid belt is less than the Moon",science
The first electronic mail was sent in 1971 by Ray Tomlinson,en,True,encyclopaedia,Tomlinson chose the @ symbol to separate the user name from the host computer name,technology
HTML is the standard markup language for creating web pages,en,True,encyclopaedia,HTML stands for HyperText Markup Language,technology
Python is one of the most widely used programming languages,en,True,encyclopaedia,"Python is popular in data science, web development, and artificial intelligence",technology
The first video game Pong was released by Atari in 1972,en,True,encyclopaedia,Pong simulated table tennis and was one of the first commercially successful arcade games,technology
Bluetooth technology enables short-range wireless communication,en,True,encyclopaedia,Bluetooth was developed in 1994 and is named after Danish King Harald Bluetooth,technology
Wi-Fi allows devices to connect to the internet wirelessly,en,True,encyclopaedia,Wi-Fi uses radio waves to provide wireless high-speed internet and network connections,technology
The barcode was invented in the 1940s and became widespread in the 1970s,en,True,encyclopaedia,Barcodes use patterns of parallel lines to encode information readable by scanners,technology
The microprocessor was invented by Intel in 1971,en,True,encyclopaedia,Intel's 4004 was the first commercially available microprocessor,technology
3D printing creates three-dimensional objects from digital designs,en,True,encyclopaedia,"3D printing is also called additive manufacturing and is used in medicine, engineering, and design",technology
Drones are unmanned aerial vehicles controlled remotely or autonomously,en,True,encyclopaedia,"Drones are used in photography, delivery, military applications, and agriculture",technology
Nuclear power plants generate electricity through controlled fission,en,True,encyclopaedia,Nuclear power produces about 10 percent of the world's electricity,technology
Solar panels convert sunlight into electricity using photovoltaic cells,en,True,encyclopaedia,Solar energy is the fastest growing renewable energy source globally,technology
Robotics combines engineering and computer science to design automated machines,en,True,encyclopaedia,Industrial robots are widely used in manufacturing and assembly lines,technology
Machine learning is a subset of artificial intelligence,en,True,encyclopaedia,Machine learning allows computers to learn from data without being explicitly programmed,technology
The first generation of mobile networks called 1G launched in the 1980s,en,True,encyclopaedia,Mobile networks have evolved from 1G to 5G with each generation offering faster speeds,technology
ISRO's UPI is India's digital payment interface linking bank accounts,en,True,encyclopaedia,UPI or Unified Payments Interface was launched by NPCI in India in 2016,technology
India is one of the world's largest markets for smartphones,en,True,encyclopaedia,India has over 700 million internet users and hundreds of millions of smartphone users,technology
Aadhaar is India's biometric digital identity system,en,True,encyclopaedia,Aadhaar has enrolled over 1.3 billion residents making it the world's largest biometric ID system,technology
ChatGPT was launched by OpenAI in November 2022,en,True,encyclopaedia,ChatGPT reached one million users in five days after its launch,technology
India's digital payments ecosystem is among the most advanced in the world,en,True,encyclopaedia,India processes billions of UPI transactions monthly making it a global leader in digital payments,technology
The Gita Press in Gorakhpur is the world's largest publisher of Hindu scriptures,en,True,encyclopaedia,The Gita Press has published over 700 million copies of scriptures since 1923,culture
The Khajuraho temples in Madhya Pradesh are UNESCO World Heritage Sites,en,True,encyclopaedia,The Khajuraho temples are famous for their nagara-style architecture and erotic sculptures,culture
The Pongal festival is a harvest celebration in Tamil Nadu,en,True,encyclopaedia,Pongal is a four-day festival celebrated in January to thank the Sun for agricultural abundance,culture
Onam is the harvest festival of Kerala,en,True,encyclopaedia,Onam celebrates the homecoming of the legendary King Mahabali,culture
The Konark Sun Temple in Odisha is a UNESCO World Heritage Site,en,True,encyclopaedia,The Konark temple was built in the 13th century and designed in the shape of a chariot,culture
