claim,language,label,source,evidence,topic
What I want to know is how did Dr. Jill Biden miss stage five metastatic cancer or is this yet another coverup???,en,1,DW.com,https://www.dw.com/en/fact-check-misinformation-after-bidens-cancer-diagnosis/a-72605716,Joe Biden health
"Prostate cancer is the easiest cancer to diagnose when it first starts and to watch it progress to bone metastases. […] For even with the most aggressive form, it is a 5-7 year journey without treatment before it becomes metastatic. [...] It is highly likely he was carrying a diagnosis of prostate cancer throughout his White House tenure and the American people were uninformed.",en,3,DW.com,https://www.dw.com/en/fact-check-misinformation-after-bidens-cancer-diagnosis/a-72605716,Joe Biden health
"“Joe Biden is currently in hospice care and is unlikely to survive the night""",en,1,FactCheck.org,https://www.factcheck.org/2024/07/online-rumors-baselessly-claim-biden-experienced-medical-emergency-after-covid-19-diagnosis/,Joe Biden health
Joe Biden's prostate cancer was caused by Covid-19 vaccination,en,3,AFP Fact Check,https://factcheck.afp.com/doc.afp.com.47GV9WD,Joe Biden health
Biden is in hospice care,en,1,USA Today,https://www.usatoday.com/story/news/factcheck/2024/07/25/biden-hospice-fact-check/74519995007/,Joe Biden health
“I don’t think there’s any doubt (Joe) Biden’s senile.”,en,1,PolitiFact,https://www.politifact.com/factchecks/2020/oct/01/brit-hume/geriatrics-experts-say-brit-humes-claim-joe-biden-/,Joe Biden health
President Joe Biden was “rushed to hospital unexpectedly.”,en,1,PolitiFact,https://www.politifact.com/factchecks/2024/mar/06/benny-johnson/joe-biden-visited-walter-reed-in-february-for-a-ph/,Joe Biden health
"“Joe Biden and Kamala Harris’ government-run health care plan… could lead to hospitals being closed, put Medicare coverage at risk, and give benefits to illegal immigrants.”",en,1,PolitiFact,https://www.politifact.com/factchecks/2020/nov/01/donald-trump/trumps-misleading-attack-bidens-health-care-plan/,Joe Biden health
"""If you like your employer-based plan, you can keep it. If you have private insurance, you can keep it.""",en,3,PolitiFact,https://www.politifact.com/article/2019/jul/18/if-you-your-plan-you-can-keep-it-bidens-healthcare/,Joe Biden health
"Democratic presidential candidate Joe Biden said U.S. taxpayers have an obligation to fund health care for 11 million ""illegal immigrants.""",en,1,Snopes,https://www.snopes.com/fact-check/biden-undocumented-healthcare/,Joe Biden health
“Mitt Romney has been asked to lead Health and Human Services in Biden administration.”,en,1,PolitiFact,https://www.politifact.com/factchecks/2020/nov/09/blog-posting/no-joe-biden-hasnt-asked-mitt-romney-be-his-health/,Joe Biden health
"""We've got over 600,000 illegal aliens with criminal records walking the streets of this nation.""",en,2,FactCheck.org,https://www.factcheck.org/2025/07/border-czar-makes-misleading-claim-about-immigrants-with-criminal-records/,US immigration border
"President Joe Biden has ""allowed an invasion to occur at our border, almost 10 million migrants have crossed into our country.""",en,2,FactCheck.org,https://www.factcheck.org/2024/02/breaking-down-the-immigration-figures/,US immigration border
"""4.2 million illegal aliens have crossed since Joe Biden became president""",en,0,The Conversation,https://theconversation.com/why-the-number-of-encounters-at-the-southern-u-s-border-does-not-mean-what-the-gop-says-it-means-191144,US immigration border
"Says Joe Biden “is restricting travel for Americans into Mexico, but is keeping the border wide open for illegal aliens to walk right into our country.”",en,1,PolitiFact,https://www.politifact.com/factchecks/2021/jul/28/tweets/us-mexico-border-not-wide-open-most-people-trying-/,US immigration border
“I hate the children being taken away. The Democrats have to change their law. That’s their law.”,en,3,The Washington Post,https://www.washingtonpost.com/news/fact-checker/wp/2018/06/19/the-facts-about-trumps-policy-of-separating-families-at-the-border/,US immigration border
“We do not have a policy of separating families at the border. Period.”,en,3,The Washington Post,https://www.washingtonpost.com/news/fact-checker/wp/2018/06/19/the-facts-about-trumps-policy-of-separating-families-at-the-border/,US immigration border
"Democrats want ""open borders.""",en,1,The New York Times,https://www.nytimes.com/2018/06/27/us/politics/fast-check-donald-trump-democrats-open-borders.html,US immigration border
Coronavirus variants in the U.S. came from migrants at the Mexico border,en,1,USA Today,https://www.usatoday.com/story/news/factcheck/2021/08/06/fact-check-covid-19-variants-not-migrants-u-s-mexico-border/5420387001/,US immigration border
Former President Donald Trump said “states should monitor women’s pregnancies and prosecute those who violate abortion bans.”,en,3,FactCheck.org,https://www.factcheck.org/2024/05/biden-twists-trumps-comments-on-tracking-pregnancies-and-punishing-women-who-get-abortions/,abortion law US
"""All legal scholars, both sides, wanted and in fact demanded"" that Roe v. Wade ""be ended.""",en,1,FactCheck.org,https://www.factcheck.org/2024/04/trumps-false-claim-about-roe/,abortion law US
"Texas law says a woman who gets an abortion in Texas faces a ""$10K fine, life in prison.”",en,1,FactCheck.org,https://www.factcheck.org/2024/02/texas-abortion-recipients-not-subject-to-penalty-contrary-to-online-claims/,abortion law US
"“90% of kids with Trisomy 18 live when given proper medical care,” in reference to the Texas abortion case.",en,2,FactCheck.org,https://www.factcheck.org/2023/12/scicheck-post-spreads-misleading-information-about-texas-abortion-case/,abortion law US
"“The fact is, today abortion law in the United States is more aligned with China and North Korea than with Western nations in Europe.”",en,1,PolitiFact,https://www.politifact.com/factchecks/2023/jul/05/mike-pence/are-us-abortion-laws-really-more-like-china-and-no/,abortion law US
"A 2002 born-alive bill had “reaffirmed” that “infanticide is already illegal in every state. ... There is no need for additional federal legislation on this topic.""",en,3,FactCheck.org,https://www.factcheck.org/2019/03/the-facts-on-the-born-alive-debate/,abortion law US
"""Senate Democrats just voted against legislation to prevent the killing of newborn infant children. The Democrat position on abortion is now so extreme that they don’t mind executing babies AFTER birth.""",en,3,FactCheck.org,https://www.factcheck.org/2019/03/the-facts-on-the-born-alive-debate/,abortion law US
Fact check/Public opinion on abortion.,en,2,Ballotpedia,https://ballotpedia.org/Fact_check/Public_opinion_on_abortion,abortion law US
"Democrats “introduced legislation that allowed abortion on demand ... up to the moment of birth.""",en,3,FactCheck.org,https://www.factcheck.org/2023/05/the-political-disagreement-over-a-health-exception-for-later-abortions/,abortion law US
"A Republican bill ""would ban abortion after 20 weeks, with no exception to protect a woman's health and no exceptions for survivors of rape and incest.""",en,1,The Washington Post,https://www.washingtonpost.com/news/fact-checker/wp/2018/02/05/do-republicans-want-to-ban-abortion-after-20-weeks-with-no-exceptions/,abortion law US
Forty-nine Democratic senators voted that it should be lawful to kill a full-term baby the moment before birth while it is still inside its mother.,en,2,AP News,https://apnews.com/article/fact-check-abortion-law-democrats-205822809847,abortion law US
“We’re one of the seven nations in the world that allow abortion on demand at 20 weeks.”,en,0,PolitiFact,https://www.politifact.com/factchecks/2022/may/13/lindsey-graham/fact-checking-lindsey-graham-us-allowing-abortions/,abortion law US
Democratic Illinois Gov. J.B. Pritzker and Illinois Democrats voted to “eliminate all restrictions on abortions up until the day of birth.”,en,1,FactCheck.org,https://www.factcheck.org/2022/09/illinois-law-doesnt-eliminate-all-restrictions-on-abortions-contrary-to-ad-from-advocacy-group/,abortion law US
Does the new New York law allow full-term abortions?,en,3,FactCheck.org,https://www.factcheck.org/2019/02/addressing-new-yorks-new-abortion-law/,abortion law US
"The Supreme Court decision overturning Roe v. Wade ""made the United States an outlier among developed nations in the world"" on abortion rights.",en,0,PolitiFact,https://www.politifact.com/factchecks/2022/jun/24/joe-biden/roe-reversal-ending-national-access-abortion-makes/,abortion law US
"“Wisconsin's archaic abortion ban is older than 20 states.""",en,0,PolitiFact,https://www.politifact.com/factchecks/2022/jun/22/tony-evers/yes-wisconsins-abortion-law-older-20-us-states/,abortion law US
"The BBC used AI to fabricate Trump's remarks on January 6, 2021",en,3,Lead Stories,https://leadstories.com/hoax-alert/2026/03/fact-check-bbc-did-not-use-ai-to-fabricate-trumps-jan-6-2021-remarks.html,January 6 Capitol
Video of anti-Iran war protest at the White House.,en,1,AFP Fact Check,https://factcheck.afp.com/doc.afp.com.A69T9NV,January 6 Capitol
"Andrew Paul Johnson, whom President Donald Trump pardoned for his participation in the Jan. 6, 2021, insurrection at the U.S. Capitol, was sentenced to life in prison for sexually abusing two children.",en,0,Snopes,https://www.snopes.com/fact-check/jan-6-trump-pardon-sex-abuse/,January 6 Capitol
"In a Jan. 6, 2026, speech at a House Republicans retreat, U.S. President Donald Trump said Democrats will force ""transgender for everyone"" if they win the 2026 midterm elections.",en,2,Snopes.com,https://www.snopes.com/fact-check/trump-democrats-transgender-everyone/,January 6 Capitol
"Some 274 undercover FBI agents were embedded in the crowd in Washington, D.C., on Jan. 6, 2021, inciting violence that resulted in the riot at the U.S. Capitol.",en,2,Snopes.com,https://www.snopes.com/fact-check/fbi-275-agents-jan-6/,January 6 Capitol
"“As it now turns out, FBI Agents were at, and in, the January 6th Protest, probably acting as Agitators and Insurrectionists, but certainly not as ‘Law Enforcement Officials.’”",en,1,AP News,https://apnews.com/article/fact-check-trump-fbi-agents-january-6-20e336e101a9ba04c3a873e52207fa86,January 6 Capitol
A federal judge in June 2025 gave the green light to a $350 million class-action lawsuit against Rep. Nancy Pelosi by 500 January 6th defendants,en,3,Lead Stories,https://leadstories.com/hoax-alert/2025/07/fact-check-nancy-pelosi-january-6-lawsuit-500-defendants-350-million.html,January 6 Capitol
"Secretary of Homeland Security Kristi Noem testified to Congress that Republicans voted to allow U.S. Immigration and Customs Enforcement (ICE) employ participants in the Jan. 6, 2021, attack on the U.S. Capitol.",en,1,Snopes,https://www.snopes.com/fact-check/noem-jan-6-ice/,January 6 Capitol
"U.S. Secretary of Homeland Security Kristi Noem ""Admitted"" under oath that Republicans voted to allow January 6th rioters to serve in ICE.",en,3,Lead Stories,https://leadstories.com/hoax-alert/2025/06/fact-check-noem-did-not-say-under-oath-j6-rioters-would-be-hired-at-ice.html,January 6 Capitol
"In response to a question about whether he was considering compensation for Jan. 6, 2021, rioters, U.S. President Donald Trump said, ""There's a lot of talk about that […] a lot of people in government really liked that group of people. They were patriots as far as I was concerned. I talk about them a lot. They were treated very unfairly.""",en,0,Snopes,https://www.snopes.com/fact-check/trump-jan-6-compensation/,January 6 Capitol
Jan. 6 rioter burned down house while destroying Taylor Swift merch,en,1,USA Today,https://www.usatoday.com/story/news/factcheck/2025/02/14/insurrectionist-burn-house-taylor-swift-fact-check/78606870007/,January 6 Capitol
Two pardoned Jan. 6 defendants were killed within 24 hours,en,1,USA Today,https://www.usatoday.com/story/news/factcheck/2025/01/31/jan-6-rioters-killed-pardons-fact-check/78063456007/,January 6 Capitol
"On Jan. 6: ""And obviously the FBI was involved, because [FBI Director Christopher] Wray admitted the FBI was. Didn’t he say 23 people, indirectly or directly were involved? And it was then 26?""",en,3,FactCheck.org,https://www.factcheck.org/2025/01/trump-justifies-j6-pardons-with-misinformation/,January 6 Capitol
"The U.S. House Select Committee that investigated the Jan. 6, 2021, attack on the U.S. Capitol “deleted and destroyed all of the information that they collected over two years.”",en,1,PolitiFact,https://www.politifact.com/factchecks/2025/jan/24/donald-trump/donald-trump-goes-too-far-in-claim-that-jan-6-comm/,January 6 Capitol
A photo shows a woman who is a “hardened criminal” and “back out on the streets” after being pardoned by President Trump for convictions relating to the US Capitol riot on 6 January 2021.,en,3,Full Fact,https://fullfact.org/online/woman-protest-kansas-trump-pardon-capitol-riot/,January 6 Capitol
"President Joe Biden pardoned Michael Byrd, the Capitol police officer who shot Ashli Babbitt during the January 6, 2021, protest.",en,3,Lead Stories,https://leadstories.com/hoax-alert/2025/01/fact-check-no-evidence-president-biden-pardoned-michael-byrd-officer-who-shot-ashli-babbitt.html,January 6 Capitol
"On Jan. 6, 2021, the day of the riot at the U.S. Capitol, then-President Donald Trump posted to followers to ""remain peaceful"" with ""no violence"" and also to ""stay peaceful"" and ""support our Capitol Police and law enforcement.""",en,2,Snopes,https://www.snopes.com/fact-check/trump-jan-6-remain-peaceful-post/,January 6 Capitol
"Says his Jan. 6, 2021, speech on the White House Ellipse drew the “same number of people,” as the 1963 March on Washington where Martin Luther King Jr. gave his “I Have a Dream” speech.",en,1,PolitiFact,https://www.politifact.com/factchecks/2024/aug/09/donald-trump/trumps-false-mlk-speech-jan-6-crowd-size/,January 6 Capitol
"On Jan. 6, 2021, U.S. Capitol “protestors carried no weapons.”",en,1,PolitiFact,https://www.politifact.com/factchecks/2024/apr/05/robert-f-kennedy-jr/rfk-jr-falsely-said-that-jan-6-protestors-carried/,January 6 Capitol
"The Jan. 6 committee “suppressed testimony” from former Deputy Chief of Staff Anthony Ornato that proves former President Donald Trump pushed for 10,000 National Guard troops at the Capitol.",en,1,PolitiFact,https://www.politifact.com/factchecks/2024/mar/19/facebook-posts/jan-6-committee-didnt-suppress-testimony-about-tru/,January 6 Capitol
"""If you take a look at those five or six tweets [on Jan. 6], you will see very beautiful, very heartwarming statements.""",en,1,The Washington Post,https://www.washingtonpost.com/politics/2024/02/08/fact-checker-trump-false-jan6-history/,January 6 Capitol
"On Jan. 6, 2021, former President Donald Trump ""watched the cops being killed.""",en,1,FactCheck.org,https://www.factcheck.org/2024/02/biden-makes-false-claim-about-jan-6-capitol-attack/,January 6 Capitol
Video shows liberals disguised as Trump supporters in Jan. 6 Capitol attack,en,1,USA Today,https://www.usatoday.com/story/news/factcheck/2024/01/12/false-claim-video-shows-liberals-planning-jan-6-attack-fact-check/72165866007/,January 6 Capitol
"A video clip shows liberals dressing up as supporters of former President Donald Trump before taking part in the Jan. 6 attack on the U.S. Capitol, proving the riot was an inside job.",en,1,AP News,https://apnews.com/article/fact-check-capitol-attack-inside-job-disguise-097468623399,January 6 Capitol
"In a speech on Jan. 6, 2021, Donald Trump told supporters to storm the U.S. Capitol to delay the constitutional process that would affirm Joe Biden’s presidency.",en,2,Snopes.com,https://www.snopes.com/fact-check/trump-speech-jan6/,January 6 Capitol
"""Why did American Disaster Liz Cheney … ILLEGALLY DELETE & DESTROY most of the evidence, and related items, from the January 6th Committee of Political Thugs and Misfits.",en,3,The Washington Post,https://www.washingtonpost.com/politics/2024/01/03/trump-says-liz-cheney-deleted-evidence-jan-6-troops-there-isnt-any/,January 6 Capitol
"""All of the information on Crazy Nancy Pelosi turning down 10,000 soldiers that I offered to to [sic] guard the Capitol Building, and beyond, is gone.”",en,3,The Washington Post,https://www.washingtonpost.com/politics/2024/01/03/trump-says-liz-cheney-deleted-evidence-jan-6-troops-there-isnt-any/,January 6 Capitol
“January 6 now does look like it was an inside job.”,en,1,PolitiFact,https://www.politifact.com/factchecks/2023/dec/07/vivek-ramaswamy/vivek-ramaswamy-said-jan-6-was-an-inside-job-at-al/,January 6 Capitol
"A video shows an Antifa flag inside the US Capitol on January 6, 2021",en,1,AFP Fact Check,https://factcheck.afp.com/doc.afp.com.346Z4EP,January 6 Capitol
"An image shows an officer smiling as he sprays a January 6, 2021 protester",en,1,AFP Fact Check,https://factcheck.afp.com/doc.afp.com.346M3DF,January 6 Capitol
"A video shows Antifa breaking US Capitol windows on January 6, 2021",en,1,AFP Fact Check,https://factcheck.afp.com/doc.afp.com.346R2N6,January 6 Capitol
"A man with an earpiece pulled people in the US Capitol on January 6, 2021",en,1,AFP Fact Check,https://factcheck.afp.com/doc.afp.com.34692ZB,January 6 Capitol
Image shows a federal agent posing as a Trump supporter during Jan. 6 riot,en,1,USA Today,https://www.usatoday.com/story/news/factcheck/2023/11/22/jan-6-security-footage-shows-rioter-not-federal-agent-fact-check/71681661007/,January 6 Capitol
"A video shows an undercover agent flashing a badge on January 6, 2021",en,1,AFP Fact Check,https://factcheck.afp.com/doc.afp.com.344744Z,January 6 Capitol
"Security camera footage from Jan. 6, 2021, shows a federal agent disguised as a supporter of then-President Donald Trump during the attack on the U.S. Capitol.",en,1,AP News,https://apnews.com/article/fact-check-capitol-attack-undercover-federal-agent-footage-636596392458,January 6 Capitol
"A ""ghost bus … filled with FBI informants dressed as Trump supporters deployed onto our Capitol on January 6th.”",en,1,PolitiFact,https://www.politifact.com/factchecks/2023/nov/21/clay-higgins/why-a-republicans-claim-about-ghost-buses-of-fbi-i/,January 6 Capitol
"Videos of Nancy Pelosi from Jan. 6, 2021, show the Capitol attack was staged.",en,1,PolitiFact,https://www.politifact.com/factchecks/2023/nov/21/instagram-posts/footage-of-nancy-pelosi-on-jan-6-2021-doesnt-prove/,January 6 Capitol
"""Derrick Van Orden is one of the only members of Congress who participated in the deadly January 6th insurrection. He now serves in the building he tried to burn down.""",en,1,PolitiFact,https://www.politifact.com/factchecks/2023/oct/11/rebecca-cooke/van-orden-seen-at-jan-6-rally-but-theres-scant-evi/,January 6 Capitol
Video shows U.S. Reps. Alexandria Ocasio-Cortez and Nancy Pelosi discussing Jan. 6 with President Joe Biden.,en,1,PolitiFact,https://www.politifact.com/factchecks/2023/oct/02/viral-image/altered-video-appears-to-show-alexandria-ocasio-co/,January 6 Capitol
"Some of those convicted for crimes related to the Jan. 6, 2021, attack on the U.S. Capitol, ""never even went into the building” and were sentenced to “many years” in prison.",en,2,FactCheck.org,https://www.factcheck.org/2023/09/factchecking-trump-on-meet-the-press/,January 6 Capitol
"On the sentencing of the former national leader of the Proud Boys to 22 years in prison for his role in the Jan. 6 attack on the U.S. Capitol: “We are witnessing a communist takeover of our judicial system to target political enemies and destroy their lives.""",en,3,FactCheck.org,https://www.factcheck.org/2023/09/the-problem-with-greenes-warning-about-communist-takeover-of-judicial-system/,January 6 Capitol
"Judge Tanya Chutkan “is the only federal judge in Washington, D.C., who has sentenced Jan. 6 defendants to sentences longer than the government had requested.”",en,1,PolitiFact,https://www.politifact.com/factchecks/2023/aug/02/jack-posopiec/no-tanya-chutkan-is-not-only-dc-judge-to-give-hars/,January 6 Capitol
Jan. 6 House committee was caught destroying records,en,1,USA Today,https://www.usatoday.com/story/news/factcheck/2023/08/21/no-congressman-did-not-say-j6-panel-destroyed-records-fact-check/70620164007/,January 6 Capitol
"Real Clips Of Pelosi, AOC, Biden Discussing January 6 Insurrection",en,1,Lead Stories,https://leadstories.com/hoax-alert/2023/06/fact-check-these-are-not-real-clips-of-pelosi-aoc-biden-discussing-january-6-insurrection.html,January 6 Capitol
"“Watching the TV footage of those who entered the Capitol. … If you didn't know the TV footage was from Jan. 6, you would actually think it was a normal tourist visit.”",en,1,PolitiFact,https://www.politifact.com/factchecks/2021/may/13/andrew-clyde/ridiculous-claim-those-capitol-jan-6-resembled-nor/,January 6 Capitol
"Videos show Antifa at the January 6, 2021 US Capitol riot",en,1,AFP Fact Check,https://factcheck.afp.com/doc.afp.com.33BA22J,January 6 Capitol
U.S. Rep. Adam Schiff said the Jan. 6 committee will “scrub” evidence before the Republicans take control of the House next year.,en,2,AP News,https://apnews.com/article/fact-check-jan-6-committee-evidence-029800966322,January 6 Capitol
"Pelosi was headed to the ""border"" but was detained at an undisclosed location due to evidence viewed by President Donald Trump at Cheyenne Mountain military base. The evidence was found on a laptop stolen from her office during the Capitol riot.",en,1,Snopes,https://www.snopes.com/fact-check/pelosi-laptop-cheyenne/,January 6 Capitol
"In January 2022, U.S. Sen. Ted Cruz described the Jan. 6, 2021, breach of the U.S. Capitol as ""a violent terrorist attack.""",en,0,Snopes.com,https://www.snopes.com/fact-check/ted-cruz-january-6-description/,January 6 Capitol
CNN leaked texts between Ginni Thomas and Mark Meadows on Jan. 6 payments,en,1,USA Today,https://www.usatoday.com/story/news/factcheck/2022/06/30/fact-check-supposed-mark-meadows-ginni-thomas-texts-satire/7703520001/,January 6 Capitol
"This satellite image shows snow-covered Korean Peninsula on January 6, 2021.",en,1,AFP Fact Check,https://factcheck.afp.com/satellite-image-was-taken-2010,January 6 Capitol
Video clip shows Trump family celebrating during Capitol riot,en,1,USA Today,https://www.usatoday.com/story/news/factcheck/2021/01/11/fact-check-video-shows-trump-family-tent-before-jan-6-rally/6616490002/,January 6 Capitol
"Video footage showing Chuck Schumer and Nancy Pelosi hiding on Jan. 6, 2021, shows the U.S. Capitol attack “was a setup.”",en,1,PolitiFact,https://www.politifact.com/factchecks/2022/oct/17/facebook-posts/video-footage-of-pelosi-and-schumer-on-jan-6-doesn/,January 6 Capitol
"""BREAKING: Bipartisan group of senators SINGLE OUT TRUMP for inciting the January 6th riots.""",en,2,FactCheck.org,https://www.factcheck.org/2021/06/facebook-post-misleads-on-bipartisan-capital-attack-report-and-interview/,January 6 Capitol
Jan. 6 video shows Jacob Chansley was led entire time by Capitol Police,en,1,USA Today,https://www.usatoday.com/story/news/factcheck/2023/03/13/fact-check-false-claim-qanon-shaman-amid-jake-angeli-jan-6-tape-reveal/11431180002/,January 6 Capitol
"In January 2021, OnlyFans removed Donald Trump's account in the aftermath of the Jan. 6 attack on the U.S. Capitol.",en,1,Snopes,https://www.snopes.com/fact-check/onlyfans-trump-ban-capitol/,January 6 Capitol
"The character Goundskeeper Willie was once depicted in an episode of ""The Simpsons"" in similar horned attire worn by one of the pro-Trump rioters in D.C. on Jan. 6, 2021.",en,1,Snopes,https://www.snopes.com/fact-check/simpsons-jake-angeli/,January 6 Capitol
"As of the morning of June 29, 2022, evidence showed the U.S. Secret Service had officially debunked ex-White House aide Cassidy Hutchinson's testimony that she gave under oath before the U.S. House Jan. 6 panel.",en,1,Snopes,https://www.snopes.com/fact-check/secret-service-debunked-hutchinson/,January 6 Capitol
"A video showed pro-Trump rioters pepper-spraying police officers during a riot at the U.S. Capitol on Jan. 6, 2021.",en,0,Snopes,https://www.snopes.com/fact-check/capitol-riot-mace-police/,January 6 Capitol
"A meme showed environmental activist Greta Thunberg in disguise as a member of the pro-Trump crowd that stormed the U.S. Capitol on Jan. 6, 2021.",en,1,Snopes,https://www.snopes.com/fact-check/greta-thunberg-capitol-rioter/,January 6 Capitol
“The January 6 committee disbanded immediately after the new footage was released.”,en,1,PolitiFact,https://www.politifact.com/factchecks/2023/mar/08/facebook-posts/no-tucker-carlsons-airing-of-jan-6-footage-wasnt-c/,January 6 Capitol
"U.S. Rep. Alexandria Ocasio-Cortez, a Democrat from New York, falsely claimed she faced rioters in the main Capitol building during the Jan. 6 insurrection.",en,1,AP News,https://apnews.com/article/fact-checking-9951968706,January 6 Capitol
"Five people died during the Jan. 6, 2021, U.S. Capitol riot.",en,0,Snopes,https://www.snopes.com/fact-check/capitol-riot-deaths/,January 6 Capitol
Freedom of Information requests show phone calls between Ray Epps and Nancy Pelosi's office before the Jan. 6 attack,en,1,USA Today,https://www.usatoday.com/story/news/factcheck/2022/08/18/fact-check-pelosis-office-ray-epps-did-not-have-calls-before-jan-6/10167077002/,January 6 Capitol
People charged in the Jan. 6 assault on the U.S. Capitol are “political prisoners” and “non-violent trespassers” who have been held in solitary confinement for the past six months.,en,1,PolitiFact,https://www.politifact.com/factchecks/2021/jul/28/instagram-posts/defendants-jan-6-capitol-riot-arent-trespassers-th/,January 6 Capitol
"Video shows police ""helped"" US Capitol rioter on January 6, 2021",en,1,AFP Fact Check,https://factcheck.afp.com/doc.afp.com.33AR8U9,January 6 Capitol
"Nancy Pelosi rejected Donald Trump's request for 10,000 National Guard troops to be deployed before Jan. 6",en,1,USA Today,https://www.usatoday.com/story/news/factcheck/2021/12/16/fact-check-no-trump-request-10000-guard-troops-jan-6/8929215002/,January 6 Capitol
Among those who stormed the U.S. Capitol on Jan 6 2021 were antifa activists posing as Trump supporters,en,3,Lead Stories,https://leadstories.com/hoax-alert/2021/01/fact-check-man-wearing-horns-with-a-tattoo-storming-the-capitol-is-not-antifa-pedophile-he-is-a-qanon-trump-supporter.html,January 6 Capitol
Says he is the ‘ranking member’ of the House select committee investigating the Jan. 6 attack on the U.S. Capitol.,en,1,PolitiFact,https://www.politifact.com/factchecks/2021/oct/25/jim-banks/indiana-congressman-signed-letter-top-republican-j/,January 6 Capitol
U.S. President Donald Trump's personal attorney Rudy Giuliani has been disbarred for his role in inciting the attack on the U.S. Capitol by Trump supporters.,en,1,Snopes,https://www.snopes.com/fact-check/rudy-giuliani-disbarred/,January 6 Capitol
"In January 2022, Vice President Kamala Harris said the Jan. 6 U.S. Capitol attack was worse than Pearl Harbor and/or 9/11.",en,1,Snopes.com,https://www.snopes.com/fact-check/kamala-harris-jan-6-attack-9-11-pearl-harbor/,January 6 Capitol
"Photos of House Speaker Nancy Pelosi's son-in-law Michiel Vos prove the insurrrectionist attack on the U.S. Capitol January 6, 2021 was a deception.",en,3,Lead Stories,https://leadstories.com/hoax-alert/2021/01/fact-check-pelosi-son-in-law-qanon-shaman.html,January 6 Capitol
"A “Capitol Invasion” Lego set that showed several well-publicized members of the Jan. 6, 2021, pro-Trump mob was released months ahead of the riots in the District of Columbia.",en,1,Snopes,https://www.snopes.com/fact-check/capitol-invasion-lego-set/,January 6 Capitol
An MSNBC clip from the night of Thursday’s hearing by the House panel investigating the Jan. 6 insurrection shows the news network “admitting Trump had nothing to do with” the event.,en,2,AP News,https://apnews.com/article/fact-check-msnbc-trump-january-6-812580682948,January 6 Capitol
"Photo of gas prices sign was taken on January 6, 2021",en,1,USA Today,https://www.usatoday.com/story/news/factcheck/2022/06/28/fact-check-cheap-gas-prices-photo-2015-not-january-6-2021/7748574001/,January 6 Capitol
The FBI “spent more time investigating” the Jan. 6 Capitol attack than 9/11.,en,1,PolitiFact,https://www.politifact.com/factchecks/2022/aug/30/facebook-posts/jan-6-capitol-attack-investigation-nowhere-near-le/,January 6 Capitol
Nancy Pelosi was in charge of Capitol Police on Jan. 6,en,1,USA Today,https://www.usatoday.com/story/news/factcheck/2021/07/27/fact-check-nancy-pelosi-isnt-in-charge-capitol-police/8082088002/,January 6 Capitol
"The last man to attack the US Capitol, prior to the events on 6 January 2021, was a British Army Major General from Northern Ireland, in 1814.",en,0,FactCheckNI,https://factcheckni.org/topics/peace/was-british-army-general-robert-ross-the-last-man-to-attack-the-us-capitol/,January 6 Capitol
"“During the attack on the Capitol, supporters of Donald Trump used the Russian language.”",en,1,VOA,https://www.voanews.com/a/no-russian-chants-at-capitol-riot/6742753.html,January 6 Capitol
"It was impossible or difficult for President Donald Trump to reach the steering wheel of the vehicle he was riding in on January 6, 2021.",en,3,Lead Stories,https://leadstories.com/hoax-alert/2022/06/fact-check-suv-trump-was-riding-in-did-not-have-glass-partition-blocking-him-from-steering-wheel-on-january-6-2021.html,January 6 Capitol
"Two Jan. 6, 2021, tweets that the “highly partisan January 6th Committee” tried to hide have now been “fully restored” by Twitter and ""fully exonerate me.""",en,3,FactCheck.org,https://www.factcheck.org/2023/02/trumps-dubious-claim-about-hidden-tweets-exonerating-him-for-jan-6-capitol-attack/,January 6 Capitol
Vice President Mike Pence was arrested on Jan. 6,en,1,USA Today,https://www.usatoday.com/story/news/factcheck/2021/01/07/fact-check-posts-falsely-claim-vice-president-mike-pence-arrested/6574866002/,January 6 Capitol
"Google Maps and Apple's mapping app declined to give directions to Washington, D.C. to prevent Trump supporters from attending Jan. 6, 2020 rallies.",en,3,Lead Stories,https://leadstories.com/hoax-alert/2021/01/fact-check-apple-maps-and-google-maps-directions-to-washington-dc-are-not-down.html,January 6 Capitol
Why was nobody arrested inside of the Capitol on January 6th if a crime was being committed,en,3,Lead Stories,https://leadstories.com/hoax-alert/2022/07/fact-check-crimes-committed-and-arrests-were-made-inside-the-capitol-building-on-january-6-2021.html,January 6 Capitol
Image shows Paul Pelosi's attacker filming the Jan. 6 attack on the Capitol,en,1,USA Today,https://www.usatoday.com/story/news/factcheck/2022/11/03/fact-check-image-alleged-paul-pelosi-attacker-2013-david-depape-jan-6/8247094001/,January 6 Capitol
"“Donald Trump authorized up to 20,000 National Guard troops to protect the Capitol"" before Jan. 6, 2021, but was ""rejected"" by Nancy Pelosi and Chuck Schumer.",en,1,PolitiFact,https://www.politifact.com/factchecks/2022/jun/13/sean-hannity/no-evidence-pelosi-rejected-trumps-authorization-2/,January 6 Capitol
"U.S. Vice President Mike Pence unfollowed President Donald Trump following Jan. 6, 2021, riots in Washington, D.C.",en,1,Snopes,https://www.snopes.com/fact-check/pence-trump-twitter-jan-6-riots/,January 6 Capitol
